artist_name,album_name,track_number,song_id,song_name,line_number,section_name,line,section_artist,album_count,section_count
Spice Girls,Spice,2,590894,Say You’ll Be There,5,Verse 1,"I decided we should be friends, hey",Baby,233.0,114.0
Spice Girls,Spice,2,590894,Say You’ll Be There,6,Verse 1,But now we're going round in circles,Baby,233.0,114.0
Spice Girls,Spice,2,590894,Say You’ll Be There,7,Verse 1,"Tell me, will this deja vu never end? Oh",Baby,233.0,114.0
Spice Girls,Spice,2,590894,Say You’ll Be There,8,Verse 2,Now you tell me that you've fallen in love,Scary,261.0,116.0
Spice Girls,Spice,2,590894,Say You’ll Be There,9,Verse 2,"Well I never ever thought that would be, ay",Scary,261.0,116.0
Spice Girls,Spice,2,590894,Say You’ll Be There,10,Verse 2,This time you gotta take it easy,Scary,261.0,116.0
Spice Girls,Spice,2,590894,Say You’ll Be There,11,Verse 2,Throwing far too much emotions at me,Scary,261.0,116.0
Spice Girls,Spice,2,590894,Say You’ll Be There,12,Pre-Chorus,But any fool can see they're falling,Posh,106.0,38.0
Spice Girls,Spice,2,590894,Say You’ll Be There,13,Pre-Chorus,I gotta make you understand,Posh,106.0,38.0
Spice Girls,Spice,2,590894,Say You’ll Be There,14,Chorus,I'm giving you everything,All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,14,Chorus,I'm giving you everything,Baby,233.0,207.0
Spice Girls,Spice,2,590894,Say You’ll Be There,14,Chorus,I'm giving you everything,Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,15,Chorus,"All that joy can bring, this I swear",All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,15,Chorus,"All that joy can bring, this I swear",Baby,233.0,207.0
Spice Girls,Spice,2,590894,Say You’ll Be There,15,Chorus,"All that joy can bring, this I swear",Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,16,Chorus,(I'll give you everything),All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,16,Chorus,(I'll give you everything),Baby,233.0,207.0
Spice Girls,Spice,2,590894,Say You’ll Be There,16,Chorus,(I'll give you everything),Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,17,Chorus,And all that I want from you,All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,17,Chorus,And all that I want from you,Baby,233.0,207.0
Spice Girls,Spice,2,590894,Say You’ll Be There,17,Chorus,And all that I want from you,Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,18,Chorus,Is a promise you will be there,All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,18,Chorus,Is a promise you will be there,Baby,233.0,207.0
Spice Girls,Spice,2,590894,Say You’ll Be There,18,Chorus,Is a promise you will be there,Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,19,Chorus,(Say you will be there),All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,19,Chorus,(Say you will be there),Baby,233.0,207.0
Spice Girls,Spice,2,590894,Say You’ll Be There,19,Chorus,(Say you will be there),Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,20,Chorus,"Ow, say you will be there",All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,20,Chorus,"Ow, say you will be there",Baby,233.0,207.0
Spice Girls,Spice,2,590894,Say You’ll Be There,20,Chorus,"Ow, say you will be there",Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,21,Chorus,A-won't you sing it with me?,All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,21,Chorus,A-won't you sing it with me?,Baby,233.0,207.0
Spice Girls,Spice,2,590894,Say You’ll Be There,21,Chorus,A-won't you sing it with me?,Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,22,Verse 3,If you put two and two together,Ginger,232.0,22.0
Spice Girls,Spice,2,590894,Say You’ll Be There,23,Verse 3,"You will see what our friendship is for, oh",Ginger,232.0,22.0
Spice Girls,Spice,2,590894,Say You’ll Be There,24,Verse 3,If you can't work this equation then,Ginger,232.0,22.0
Spice Girls,Spice,2,590894,Say You’ll Be There,25,Verse 3,I'll guess I'll have to show you the door,Ginger,232.0,22.0
Spice Girls,Spice,2,590894,Say You’ll Be There,26,Pre-Chorus,There is no need to say you love me,Posh,106.0,38.0
Spice Girls,Spice,2,590894,Say You’ll Be There,27,Pre-Chorus,It would be better left unsaid,Posh,106.0,38.0
Spice Girls,Spice,2,590894,Say You’ll Be There,28,Chorus,"I'm (I'm), giving you everything (I'll give you everything)",All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,28,Chorus,"I'm (I'm), giving you everything (I'll give you everything)",Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,29,Chorus,All that joy can bring (all that joy can bring),All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,29,Chorus,All that joy can bring (all that joy can bring),Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,30,Chorus,"This I swear (Yes, I swear)",All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,30,Chorus,"This I swear (Yes, I swear)",Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,31,Chorus,"And (and), all that I want from you (all I want from you)",All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,31,Chorus,"And (and), all that I want from you (all I want from you)",Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,32,Chorus,Is a promise you (is a promise you) will be there,All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,32,Chorus,Is a promise you (is a promise you) will be there,Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,33,Chorus,"Yeah, I want you",All,250.0,656.0
Spice Girls,Spice,2,590894,Say You’ll Be There,33,Chorus,"Yeah, I want you",Scary,261.0,131.0
Spice Girls,Spice,2,590894,Say You’ll Be There,34,Pre-Chorus,Any fool can see they're falling,Posh,106.0,38.0
