artist_name,album_name,track_number,song_id,song_name,line_number,section_name,line,section_artist
Spice Girls,Spice,1,89740,Wannabe,21,Verse 2,"Oh what you think about that, now you know how I feel",Sporty
Spice Girls,Spice,1,89740,Wannabe,21,Verse 2,"Oh what you think about that, now you know how I feel",Baby
Spice Girls,Spice,1,89740,Wannabe,21,Verse 2,"Oh what you think about that, now you know how I feel",Scary
Spice Girls,Spice,1,89740,Wannabe,21,Verse 2,"Oh what you think about that, now you know how I feel",Ginger
Spice Girls,Spice,1,89740,Wannabe,21,Verse 2,"Oh what you think about that, now you know how I feel",Posh
Spice Girls,Spice,1,89740,Wannabe,22,Verse 2,"Say you could handle my love, are you for real?",Sporty
Spice Girls,Spice,1,89740,Wannabe,22,Verse 2,"Say you could handle my love, are you for real?",Baby
Spice Girls,Spice,1,89740,Wannabe,22,Verse 2,"Say you could handle my love, are you for real?",Scary
Spice Girls,Spice,1,89740,Wannabe,22,Verse 2,"Say you could handle my love, are you for real?",Ginger
Spice Girls,Spice,1,89740,Wannabe,22,Verse 2,"Say you could handle my love, are you for real?",Posh
Spice Girls,Spice,1,89740,Wannabe,23,Verse 2,(Are you for real?),Sporty
Spice Girls,Spice,1,89740,Wannabe,23,Verse 2,(Are you for real?),Baby
Spice Girls,Spice,1,89740,Wannabe,23,Verse 2,(Are you for real?),Scary
Spice Girls,Spice,1,89740,Wannabe,23,Verse 2,(Are you for real?),Ginger
Spice Girls,Spice,1,89740,Wannabe,23,Verse 2,(Are you for real?),Posh
Spice Girls,Spice,1,89740,Wannabe,24,Verse 2,"I won't be hasty, I'll give you a try",Sporty
Spice Girls,Spice,1,89740,Wannabe,24,Verse 2,"I won't be hasty, I'll give you a try",Baby
Spice Girls,Spice,1,89740,Wannabe,24,Verse 2,"I won't be hasty, I'll give you a try",Scary
Spice Girls,Spice,1,89740,Wannabe,24,Verse 2,"I won't be hasty, I'll give you a try",Ginger
Spice Girls,Spice,1,89740,Wannabe,24,Verse 2,"I won't be hasty, I'll give you a try",Posh
Spice Girls,Spice,1,89740,Wannabe,25,Verse 2,"If you really bug me, then I'll say goodbye",Sporty
Spice Girls,Spice,1,89740,Wannabe,25,Verse 2,"If you really bug me, then I'll say goodbye",Baby
Spice Girls,Spice,1,89740,Wannabe,25,Verse 2,"If you really bug me, then I'll say goodbye",Scary
Spice Girls,Spice,1,89740,Wannabe,25,Verse 2,"If you really bug me, then I'll say goodbye",Ginger
Spice Girls,Spice,1,89740,Wannabe,25,Verse 2,"If you really bug me, then I'll say goodbye",Posh
Spice Girls,Spice,1,89740,Wannabe,26,Pre-Chorus,"Yo, I'll tell you what I want, what I really, really want",Scary
Spice Girls,Spice,1,89740,Wannabe,26,Pre-Chorus,"Yo, I'll tell you what I want, what I really, really want",Ginger
Spice Girls,Spice,1,89740,Wannabe,27,Pre-Chorus,"So tell me what you want, what you really, really want",Scary
Spice Girls,Spice,1,89740,Wannabe,27,Pre-Chorus,"So tell me what you want, what you really, really want",Ginger
Spice Girls,Spice,1,89740,Wannabe,28,Pre-Chorus,"I wanna (Hey!), I wanna (Hey!), I wanna (Hey!), I wanna (Hey!)",Scary
Spice Girls,Spice,1,89740,Wannabe,28,Pre-Chorus,"I wanna (Hey!), I wanna (Hey!), I wanna (Hey!), I wanna (Hey!)",Ginger
Spice Girls,Spice,1,89740,Wannabe,29,Pre-Chorus,"I wanna really, really, really wanna ""zig-a-zig"", ah",Scary
Spice Girls,Spice,1,89740,Wannabe,29,Pre-Chorus,"I wanna really, really, really wanna ""zig-a-zig"", ah",Ginger
Spice Girls,Spice,1,89740,Wannabe,30,Chorus,"If you wanna be my lover, you gotta get with my friends",All
Spice Girls,Spice,1,89740,Wannabe,30,Chorus,"If you wanna be my lover, you gotta get with my friends",Baby
Spice Girls,Spice,1,89740,Wannabe,30,Chorus,"If you wanna be my lover, you gotta get with my friends",Scary
Spice Girls,Spice,1,89740,Wannabe,31,Chorus,(Gotta get with my friends),All
Spice Girls,Spice,1,89740,Wannabe,31,Chorus,(Gotta get with my friends),Baby
Spice Girls,Spice,1,89740,Wannabe,31,Chorus,(Gotta get with my friends),Scary
Spice Girls,Spice,1,89740,Wannabe,32,Chorus,"Make it last forever, friendship never ends",All
Spice Girls,Spice,1,89740,Wannabe,32,Chorus,"Make it last forever, friendship never ends",Baby
Spice Girls,Spice,1,89740,Wannabe,32,Chorus,"Make it last forever, friendship never ends",Scary
Spice Girls,Spice,1,89740,Wannabe,33,Chorus,"If you wanna be my lover, you have got to give",All
Spice Girls,Spice,1,89740,Wannabe,33,Chorus,"If you wanna be my lover, you have got to give",Baby
Spice Girls,Spice,1,89740,Wannabe,33,Chorus,"If you wanna be my lover, you have got to give",Scary
Spice Girls,Spice,1,89740,Wannabe,34,Chorus,(You've got to give),All
Spice Girls,Spice,1,89740,Wannabe,34,Chorus,(You've got to give),Baby
Spice Girls,Spice,1,89740,Wannabe,34,Chorus,(You've got to give),Scary
Spice Girls,Spice,1,89740,Wannabe,35,Chorus,"Taking is too easy, but that's the way it is",All
Spice Girls,Spice,1,89740,Wannabe,35,Chorus,"Taking is too easy, but that's the way it is",Baby
Spice Girls,Spice,1,89740,Wannabe,35,Chorus,"Taking is too easy, but that's the way it is",Scary
Spice Girls,Spice,1,89740,Wannabe,36,Verse 3,So here's a story from A to Z,Scary
Spice Girls,Spice,1,89740,Wannabe,36,Verse 3,So here's a story from A to Z,Ginger
Spice Girls,Spice,1,89740,Wannabe,36,Verse 3,So here's a story from A to Z,All
Spice Girls,Spice,1,89740,Wannabe,37,Verse 3,"You wanna get with me, you gotta listen carefully",Scary
Spice Girls,Spice,1,89740,Wannabe,37,Verse 3,"You wanna get with me, you gotta listen carefully",Ginger
Spice Girls,Spice,1,89740,Wannabe,37,Verse 3,"You wanna get with me, you gotta listen carefully",All
Spice Girls,Spice,1,89740,Wannabe,38,Verse 3,We got Em in the place who likes it in your face,Scary
Spice Girls,Spice,1,89740,Wannabe,38,Verse 3,We got Em in the place who likes it in your face,Ginger
Spice Girls,Spice,1,89740,Wannabe,38,Verse 3,We got Em in the place who likes it in your face,All
Spice Girls,Spice,1,89740,Wannabe,39,Verse 3,We got G like MC who likes it on an-,Scary
Spice Girls,Spice,1,89740,Wannabe,39,Verse 3,We got G like MC who likes it on an-,Ginger
Spice Girls,Spice,1,89740,Wannabe,39,Verse 3,We got G like MC who likes it on an-,All
Spice Girls,Spice,1,89740,Wannabe,40,Verse 3,"Easy V doesn't come for free, she's a real lady",Scary
Spice Girls,Spice,1,89740,Wannabe,40,Verse 3,"Easy V doesn't come for free, she's a real lady",Ginger
Spice Girls,Spice,1,89740,Wannabe,40,Verse 3,"Easy V doesn't come for free, she's a real lady",All
Spice Girls,Spice,1,89740,Wannabe,41,Verse 3,"And as for me, haha, you'll see",Scary
Spice Girls,Spice,1,89740,Wannabe,41,Verse 3,"And as for me, haha, you'll see",Ginger
Spice Girls,Spice,1,89740,Wannabe,41,Verse 3,"And as for me, haha, you'll see",All
Spice Girls,Spice,1,89740,Wannabe,42,Verse 3,Slam your body down and wind it all around,Scary
Spice Girls,Spice,1,89740,Wannabe,42,Verse 3,Slam your body down and wind it all around,Ginger
Spice Girls,Spice,1,89740,Wannabe,42,Verse 3,Slam your body down and wind it all around,All
Spice Girls,Spice,1,89740,Wannabe,43,Verse 3,Slam your body down and wind it all around,Scary
Spice Girls,Spice,1,89740,Wannabe,43,Verse 3,Slam your body down and wind it all around,Ginger
Spice Girls,Spice,1,89740,Wannabe,43,Verse 3,Slam your body down and wind it all around,All
Spice Girls,Spice,1,89740,Wannabe,44,Chorus,"If you wanna be my lover, you gotta get with my friends",All
Spice Girls,Spice,1,89740,Wannabe,44,Chorus,"If you wanna be my lover, you gotta get with my friends",Baby
Spice Girls,Spice,1,89740,Wannabe,44,Chorus,"If you wanna be my lover, you gotta get with my friends",Scary
Spice Girls,Spice,1,89740,Wannabe,45,Chorus,(Gotta get with my friends),All
Spice Girls,Spice,1,89740,Wannabe,45,Chorus,(Gotta get with my friends),Baby
Spice Girls,Spice,1,89740,Wannabe,45,Chorus,(Gotta get with my friends),Scary
Spice Girls,Spice,1,89740,Wannabe,46,Chorus,"Make it last forever, friendship never ends",All
Spice Girls,Spice,1,89740,Wannabe,46,Chorus,"Make it last forever, friendship never ends",Baby
Spice Girls,Spice,1,89740,Wannabe,46,Chorus,"Make it last forever, friendship never ends",Scary
Spice Girls,Spice,1,89740,Wannabe,47,Chorus,"If you wanna be my lover, you have got to give",All
Spice Girls,Spice,1,89740,Wannabe,47,Chorus,"If you wanna be my lover, you have got to give",Baby
Spice Girls,Spice,1,89740,Wannabe,47,Chorus,"If you wanna be my lover, you have got to give",Scary
Spice Girls,Spice,1,89740,Wannabe,48,Chorus,(You've got to give),All
Spice Girls,Spice,1,89740,Wannabe,48,Chorus,(You've got to give),Baby
Spice Girls,Spice,1,89740,Wannabe,48,Chorus,(You've got to give),Scary
Spice Girls,Spice,1,89740,Wannabe,49,Chorus,"Taking is too easy, but that's the way it is",All
Spice Girls,Spice,1,89740,Wannabe,49,Chorus,"Taking is too easy, but that's the way it is",Baby
Spice Girls,Spice,1,89740,Wannabe,49,Chorus,"Taking is too easy, but that's the way it is",Scary
Spice Girls,Spice,1,89740,Wannabe,50,Outro,If you wanna be my lover,All
Spice Girls,Spice,1,89740,Wannabe,50,Outro,If you wanna be my lover,Scary
Spice Girls,Spice,1,89740,Wannabe,51,Outro,"(You gotta, you gotta, you gotta, you gotta, you gotta slam)",All
Spice Girls,Spice,1,89740,Wannabe,51,Outro,"(You gotta, you gotta, you gotta, you gotta, you gotta slam)",Scary
Spice Girls,Spice,1,89740,Wannabe,52,Outro,Make it last forever,All
Spice Girls,Spice,1,89740,Wannabe,52,Outro,Make it last forever,Scary
Spice Girls,Spice,1,89740,Wannabe,53,Outro,"(Slam, slam, slam, slam)",All
Spice Girls,Spice,1,89740,Wannabe,53,Outro,"(Slam, slam, slam, slam)",Scary
Spice Girls,Spice,1,89740,Wannabe,54,Outro,Slam your body down and wind it all around,All
Spice Girls,Spice,1,89740,Wannabe,54,Outro,Slam your body down and wind it all around,Scary
Spice Girls,Spice,1,89740,Wannabe,55,Outro,Slam your body down and wind it all around,All
Spice Girls,Spice,1,89740,Wannabe,55,Outro,Slam your body down and wind it all around,Scary
Spice Girls,Spice,1,89740,Wannabe,56,Outro,"(Hey, hey, hey, hey, hey, hey)",All
Spice Girls,Spice,1,89740,Wannabe,56,Outro,"(Hey, hey, hey, hey, hey, hey)",Scary
Spice Girls,Spice,1,89740,Wannabe,57,Outro,Slam your body down and wind it all around,All
Spice Girls,Spice,1,89740,Wannabe,57,Outro,Slam your body down and wind it all around,Scary
Spice Girls,Spice,1,89740,Wannabe,58,Outro,"Slam your body down and ""zig-a-zig"", ah",All
Spice Girls,Spice,1,89740,Wannabe,58,Outro,"Slam your body down and ""zig-a-zig"", ah",Scary
Spice Girls,Spice,1,89740,Wannabe,59,Outro,"(Uh, uh, uh, uh)",All
Spice Girls,Spice,1,89740,Wannabe,59,Outro,"(Uh, uh, uh, uh)",Scary
Spice Girls,Spice,1,89740,Wannabe,60,Outro,If you wanna be my lover,All
Spice Girls,Spice,1,89740,Wannabe,60,Outro,If you wanna be my lover,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,1,Intro,"Ah, say you'll be there",Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,1,Intro,"Ah, say you'll be there",All
Spice Girls,Spice,2,590894,Say You’ll Be There,2,Intro,I'm giving you everything,Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,2,Intro,I'm giving you everything,All
Spice Girls,Spice,2,590894,Say You’ll Be There,3,Intro,"All that joy can bring, this I swear",Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,3,Intro,"All that joy can bring, this I swear",All
Spice Girls,Spice,2,590894,Say You’ll Be There,4,Verse 1,Last time that we had this conversation,Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,5,Verse 1,"I decided we should be friends, hey",Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,6,Verse 1,But now we're going round in circles,Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,7,Verse 1,"Tell me, will this deja vu never end? Oh",Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,8,Verse 2,Now you tell me that you've fallen in love,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,9,Verse 2,"Well I never ever thought that would be, ay",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,10,Verse 2,This time you gotta take it easy,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,11,Verse 2,Throwing far too much emotions at me,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,12,Pre-Chorus,But any fool can see they're falling,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,13,Pre-Chorus,I gotta make you understand,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,14,Chorus,I'm giving you everything,All
Spice Girls,Spice,2,590894,Say You’ll Be There,14,Chorus,I'm giving you everything,Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,14,Chorus,I'm giving you everything,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,15,Chorus,"All that joy can bring, this I swear",All
Spice Girls,Spice,2,590894,Say You’ll Be There,15,Chorus,"All that joy can bring, this I swear",Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,15,Chorus,"All that joy can bring, this I swear",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,16,Chorus,(I'll give you everything),All
Spice Girls,Spice,2,590894,Say You’ll Be There,16,Chorus,(I'll give you everything),Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,16,Chorus,(I'll give you everything),Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,17,Chorus,And all that I want from you,All
Spice Girls,Spice,2,590894,Say You’ll Be There,17,Chorus,And all that I want from you,Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,17,Chorus,And all that I want from you,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,18,Chorus,Is a promise you will be there,All
Spice Girls,Spice,2,590894,Say You’ll Be There,18,Chorus,Is a promise you will be there,Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,18,Chorus,Is a promise you will be there,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,19,Chorus,(Say you will be there),All
Spice Girls,Spice,2,590894,Say You’ll Be There,19,Chorus,(Say you will be there),Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,19,Chorus,(Say you will be there),Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,20,Chorus,"Ow, say you will be there",All
Spice Girls,Spice,2,590894,Say You’ll Be There,20,Chorus,"Ow, say you will be there",Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,20,Chorus,"Ow, say you will be there",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,21,Chorus,A-won't you sing it with me?,All
Spice Girls,Spice,2,590894,Say You’ll Be There,21,Chorus,A-won't you sing it with me?,Baby
Spice Girls,Spice,2,590894,Say You’ll Be There,21,Chorus,A-won't you sing it with me?,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,22,Verse 3,If you put two and two together,Ginger
Spice Girls,Spice,2,590894,Say You’ll Be There,23,Verse 3,"You will see what our friendship is for, oh",Ginger
Spice Girls,Spice,2,590894,Say You’ll Be There,24,Verse 3,If you can't work this equation then,Ginger
Spice Girls,Spice,2,590894,Say You’ll Be There,25,Verse 3,I'll guess I'll have to show you the door,Ginger
Spice Girls,Spice,2,590894,Say You’ll Be There,26,Pre-Chorus,There is no need to say you love me,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,27,Pre-Chorus,It would be better left unsaid,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,28,Chorus,"I'm (I'm), giving you everything (I'll give you everything)",All
Spice Girls,Spice,2,590894,Say You’ll Be There,28,Chorus,"I'm (I'm), giving you everything (I'll give you everything)",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,29,Chorus,All that joy can bring (all that joy can bring),All
Spice Girls,Spice,2,590894,Say You’ll Be There,29,Chorus,All that joy can bring (all that joy can bring),Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,30,Chorus,"This I swear (Yes, I swear)",All
Spice Girls,Spice,2,590894,Say You’ll Be There,30,Chorus,"This I swear (Yes, I swear)",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,31,Chorus,"And (and), all that I want from you (all I want from you)",All
Spice Girls,Spice,2,590894,Say You’ll Be There,31,Chorus,"And (and), all that I want from you (all I want from you)",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,32,Chorus,Is a promise you (is a promise you) will be there,All
Spice Girls,Spice,2,590894,Say You’ll Be There,32,Chorus,Is a promise you (is a promise you) will be there,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,33,Chorus,"Yeah, I want you",All
Spice Girls,Spice,2,590894,Say You’ll Be There,33,Chorus,"Yeah, I want you",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,34,Pre-Chorus,Any fool can see they're falling,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,35,Pre-Chorus,I gotta make you understand,Posh
Spice Girls,Spice,2,590894,Say You’ll Be There,36,Bridge,"I'll give you everything, on this I swear",Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,37,Bridge,Just promise you'll always be there,Scary
Spice Girls,Spice,2,590894,Say You’ll Be There,38,Chorus,I'm giving you everything (I'm giving you everything),All
Spice Girls,Spice,2,590894,Say You’ll Be There,38,Chorus,I'm giving you everything (I'm giving you everything),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,39,Chorus,All that joy can bring (all that joy can bring),All
Spice Girls,Spice,2,590894,Say You’ll Be There,39,Chorus,All that joy can bring (all that joy can bring),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,40,Chorus,"This I swear (yes, I swear)",All
Spice Girls,Spice,2,590894,Say You’ll Be There,40,Chorus,"This I swear (yes, I swear)",Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,41,Chorus,And all that I want from you (all that I want from you),All
Spice Girls,Spice,2,590894,Say You’ll Be There,41,Chorus,And all that I want from you (all that I want from you),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,42,Chorus,Is a promise you (want you to promise to),All
Spice Girls,Spice,2,590894,Say You’ll Be There,42,Chorus,Is a promise you (want you to promise to),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,43,Chorus,Will be there (always be there),All
Spice Girls,Spice,2,590894,Say You’ll Be There,43,Chorus,Will be there (always be there),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,44,Chorus,I'm giving you everything (I'm giving you everything),All
Spice Girls,Spice,2,590894,Say You’ll Be There,44,Chorus,I'm giving you everything (I'm giving you everything),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,45,Chorus,All that joy can bring (all that joy can bring),All
Spice Girls,Spice,2,590894,Say You’ll Be There,45,Chorus,All that joy can bring (all that joy can bring),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,46,Chorus,"This I swear (yes, I swear)",All
Spice Girls,Spice,2,590894,Say You’ll Be There,46,Chorus,"This I swear (yes, I swear)",Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,47,Chorus,And all that I want from you (all that I want from you),All
Spice Girls,Spice,2,590894,Say You’ll Be There,47,Chorus,And all that I want from you (all that I want from you),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,48,Chorus,Is a promise you (want you to promise to),All
Spice Girls,Spice,2,590894,Say You’ll Be There,48,Chorus,Is a promise you (want you to promise to),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,49,Chorus,Will be there (always be there),All
Spice Girls,Spice,2,590894,Say You’ll Be There,49,Chorus,Will be there (always be there),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,50,Chorus,I'm giving you everything (I'm giving you everything),All
Spice Girls,Spice,2,590894,Say You’ll Be There,50,Chorus,I'm giving you everything (I'm giving you everything),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,51,Chorus,All that joy can bring (all that joy can bring),All
Spice Girls,Spice,2,590894,Say You’ll Be There,51,Chorus,All that joy can bring (all that joy can bring),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,52,Chorus,"This I swear (yes, I swear)",All
Spice Girls,Spice,2,590894,Say You’ll Be There,52,Chorus,"This I swear (yes, I swear)",Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,53,Chorus,And all that I want from you (all that I want from you),All
Spice Girls,Spice,2,590894,Say You’ll Be There,53,Chorus,And all that I want from you (all that I want from you),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,54,Chorus,Is a promise you (want you to promise to),All
Spice Girls,Spice,2,590894,Say You’ll Be There,54,Chorus,Is a promise you (want you to promise to),Sporty
Spice Girls,Spice,2,590894,Say You’ll Be There,55,Chorus,Will be there (always be there),All
Spice Girls,Spice,2,590894,Say You’ll Be There,55,Chorus,Will be there (always be there),Sporty
Spice Girls,Spice,3,313728,2 Become 1,1,Verse 1,Candle light and soul forever,Sporty
Spice Girls,Spice,3,313728,2 Become 1,1,Verse 1,Candle light and soul forever,Scary
Spice Girls,Spice,3,313728,2 Become 1,2,Verse 1,A dream of you and me together,Sporty
Spice Girls,Spice,3,313728,2 Become 1,2,Verse 1,A dream of you and me together,Scary
Spice Girls,Spice,3,313728,2 Become 1,3,Verse 1,"Say you believe it, say you believe it",Sporty
Spice Girls,Spice,3,313728,2 Become 1,3,Verse 1,"Say you believe it, say you believe it",Scary
Spice Girls,Spice,3,313728,2 Become 1,4,Verse 1,Free your mind of doubt and danger,Sporty
Spice Girls,Spice,3,313728,2 Become 1,4,Verse 1,Free your mind of doubt and danger,Scary
Spice Girls,Spice,3,313728,2 Become 1,5,Verse 1,"Be for real, don't be a stranger",Sporty
Spice Girls,Spice,3,313728,2 Become 1,5,Verse 1,"Be for real, don't be a stranger",Scary
Spice Girls,Spice,3,313728,2 Become 1,6,Verse 1,"We can achieve it, we can achieve it",Sporty
Spice Girls,Spice,3,313728,2 Become 1,6,Verse 1,"We can achieve it, we can achieve it",Scary
Spice Girls,Spice,3,313728,2 Become 1,7,Pre-Chorus,"Come a little bit closer, baby",Baby
Spice Girls,Spice,3,313728,2 Become 1,8,Pre-Chorus,"Get it on, get it on",Baby
Spice Girls,Spice,3,313728,2 Become 1,9,Pre-Chorus,"'Cause tonight is the night, when two become one",Baby
Spice Girls,Spice,3,313728,2 Become 1,10,Chorus,I need some love like I never needed love before,Ginger
Spice Girls,Spice,3,313728,2 Become 1,10,Chorus,I need some love like I never needed love before,Baby
Spice Girls,Spice,3,313728,2 Become 1,10,Chorus,I need some love like I never needed love before,Sporty
